,id,customer_id,country_id,tbl_loan_id,lender_id,loan_type,loan_risk,total_amount,total_amount_to_repay,interest_rate,disbursement_date,due_date,duration,amount_funded_by_lender,lender_portion_funded,lender_portion_to_be_repaid,new_versus_repeat,target,interest_rate_bin,interest_rate_bin_encoded,daily_loan_cost,cost_category,cost_category_encoded,to_repay_log,disbursement_month,disbursement_quarter,due_month,due_quarter,interaction1
6367,ID_262000305140267278,262000,Kenya,305140,267278,Type_1,Low Risk,1985.0,1985.0,0.0,2022-11-28,2022-12-05,7,595.5,0.3,596.0,Repeat Loan,0,Normal,0,0.0,Zero,0,7.593877844605118,11,4,12,4,4_7
6368,ID_258231225109267278,258231,Kenya,225109,267278,Type_1,Low Risk,500.0,508.0,83.42857142857142,2022-07-26,2022-08-02,7,150.0,0.3,152.0,Repeat Loan,0,Exorbitant,1,1.1428571428571428,Small,1,6.2324480165505225,7,3,8,3,3_7
6369,ID_252053260426267278,252053,Kenya,260426,267278,Type_1,Low Risk,2094.0,2123.0,72.2131259380543,2022-09-16,2022-09-23,7,0.0,0.0,0.0,Repeat Loan,0,Exorbitant,1,4.142857142857143,Moderate,2,7.66105638236183,9,3,9,3,3_7
6370,ID_23284116374251804,23284,Kenya,116374,251804,Type_5,High Risk,21500.0,23925.0,294.0614617940199,2022-02-11,2022-02-25,14,3440.0,0.16,3828.0,Repeat Loan,1,Exorbitant,1,173.21428571428572,High,3,10.082721012730849,2,1,2,1,1_14
6371,ID_264569248605267278,264569,Kenya,248605,267278,Type_1,Low Risk,22231.0,22450.0,51.3664959483861,2022-08-31,2022-09-07,7,1617.3,0.0727497638432819,1633.0,Repeat Loan,0,Exorbitant,1,31.285714285714285,High,3,10.019090435608215,8,3,9,3,3_7
6372,ID_240010360680251804,240010,Kenya,360680,251804,Type_7,High Risk,12735.0,12990.0,104.40854787144538,2023-11-24,2023-12-01,7,3183.0,0.249941107184923,3247.0,Repeat Loan,0,Exorbitant,1,36.42857142857143,High,3,9.472012088995733,11,4,12,4,4_7
6373,ID_247907299087267278,247907,Kenya,299087,267278,Type_1,Low Risk,14634.0,15080.0,158.91563677541538,2022-11-15,2022-11-22,7,4390.2,0.3,4524.0,Repeat Loan,0,Exorbitant,1,63.714285714285715,High,3,9.621190952360685,11,4,11,4,4_7
6374,ID_308480371673267278,308480,Kenya,371673,267278,Type_7,High Risk,7528.0,7792.0,182.86017914073173,2024-09-23,2024-09-30,7,1505.0,0.199920297555791,1558.0,Repeat Loan,0,Exorbitant,1,37.714285714285715,High,3,8.96098117384356,9,3,9,3,3_7
6375,ID_308373369396267278,308373,Kenya,369396,267278,Type_7,High Risk,16910.0,17502.0,182.5462532736335,2024-08-22,2024-08-29,7,3382.0,0.2,3500.0,Repeat Loan,0,Exorbitant,1,84.57142857142857,High,3,9.770127573790836,8,3,8,3,3_7
6376,ID_250874295980267278,250874,Kenya,295980,267278,Type_1,Low Risk,19150.0,19150.0,0.0,2022-11-08,2022-11-15,7,0.0,0.0,0.0,Repeat Loan,0,Normal,0,0.0,Zero,0,9.860110212566559,11,4,11,4,4_7
6377,ID_262518285248267278,262518,Kenya,285248,267278,Type_1,Low Risk,2296.0,2381.0,193.03758088601293,2022-10-20,2022-10-27,7,0.0,0.0,0.0,Repeat Loan,0,Exorbitant,1,12.142857142857142,Moderate,2,7.775695749915245,10,4,10,4,4_7
6378,ID_251949252700267278,251949,Kenya,252700,267278,Type_1,Low Risk,2379.0,2413.0,74.52110730799255,2022-09-06,2022-09-13,7,713.7,0.3,724.0,Repeat Loan,0,Exorbitant,1,4.857142857142857,Moderate,2,7.789040401657477,9,3,9,3,3_7
6379,ID_273644359642267278,273644,Kenya,359642,267278,Type_4,High Risk,11000.0,11770.0,85.16666666666667,2023-08-23,2023-09-22,30,2612.0,0.237454545454545,2795.0,Repeat Loan,0,Exorbitant,1,25.666666666666668,High,3,9.37339415841248,8,3,9,3,3_30
6380,ID_261841292581251804,261841,Kenya,292581,251804,Type_10,High Risk,188956.75,191791.1,19.55356280509395,2022-11-02,2022-11-30,28,24447.0,0.129378812876491,24814.0,Repeat Loan,0,Normal,0,101.22678571428592,High,3,12.164167251844926,11,4,11,4,4_28
6381,ID_242235241344267278,242235,Kenya,241344,267278,Type_1,Low Risk,49490.0,49538.0,5.05729873278873,2022-08-20,2022-08-27,7,14847.0,0.3,14861.0,Repeat Loan,0,Normal,0,6.857142857142857,Moderate,2,10.810515517131098,8,3,8,3,3_7
6382,ID_271343372021267278,271343,Kenya,372021,267278,Type_7,High Risk,5000.0,5176.0,183.54285714285714,2024-09-27,2024-10-04,7,1000.0,0.2,1035.0,Repeat Loan,0,Exorbitant,1,25.142857142857142,High,3,8.551981016901902,9,3,10,3,3_7
6383,ID_271725296327267278,271725,Kenya,296327,267278,Type_1,Low Risk,2168.0,2168.0,0.0,2022-11-09,2022-11-16,7,650.4,0.3,650.0,Repeat Loan,0,Normal,0,0.0,Zero,0,7.682021510826875,11,4,11,4,4_7
6384,ID_271339267637267278,271339,Kenya,267637,267278,Type_1,Low Risk,2280.0,2280.0,0.0,2022-09-26,2022-10-03,7,684.0,0.3,684.0,Repeat Loan,0,Normal,0,0.0,Zero,0,7.732369222284388,9,3,10,3,3_7
6385,ID_254331280213267278,254331,Kenya,280213,267278,Type_1,Low Risk,7149.0,7149.0,0.0,2022-10-12,2022-10-19,7,2144.7,0.3,2145.0,Repeat Loan,0,Normal,0,0.0,Zero,0,8.874867635688053,10,4,10,4,4_7
6386,ID_250235272346267278,250235,Kenya,272346,267278,Type_1,Low Risk,7492.0,7492.0,0.0,2022-10-01,2022-10-08,7,2.02,0.0002696209289909,2.0,Repeat Loan,0,Normal,0,0.0,Zero,0,8.92172453036431,10,4,10,4,4_7
6387,ID_253225236395267278,253225,Kenya,236395,267278,Type_1,Low Risk,3674.0,3700.0,36.90022552298001,2022-08-13,2022-08-20,7,0.0,0.0,0.0,Repeat Loan,0,Exorbitant,1,3.7142857142857144,Small,1,8.216358332386156,8,3,8,3,3_7
6388,ID_258537294222267278,258537,Kenya,294222,267278,Type_1,Low Risk,1500.0,1533.0,114.71428571428571,2022-11-05,2022-11-12,7,450.0,0.3,460.0,Repeat Loan,0,Exorbitant,1,4.714285714285714,Moderate,2,7.335633981927201,11,4,11,4,4_7
6389,ID_263482244059267278,263482,Kenya,244059,267278,Type_1,Low Risk,1799.0,1799.0,0.0,2022-08-25,2022-09-01,7,0.0,0.0,0.0,Repeat Loan,0,Normal,0,0.0,Zero,0,7.495541943884256,8,3,9,3,3_7
6390,ID_256508372877251804,256508,Kenya,372877,251804,Type_7,High Risk,13007.0,13463.0,182.8026666959549,2024-10-09,2024-10-16,7,2601.0,0.199969247328361,2692.0,Repeat Loan,0,Exorbitant,1,65.14285714285714,High,3,9.507774735870642,10,4,10,4,4_7
6391,ID_249789259946267278,249789,Kenya,259946,267278,Type_1,Low Risk,4198.0,4246.0,59.62022731913156,2022-09-15,2022-09-22,7,141.53,0.0337136731777036,143.0,Repeat Loan,0,Exorbitant,1,6.857142857142857,Moderate,2,8.353968130313271,9,3,9,3,3_7
6392,ID_259244284047267278,259244,Kenya,284047,267278,Type_1,Low Risk,2199.0,2199.0,0.0,2022-10-18,2022-10-25,7,659.7,0.3,660.0,Repeat Loan,0,Normal,0,0.0,Zero,0,7.696212639346407,10,4,10,4,4_7
6393,ID_255942220348267278,255942,Kenya,220348,267278,Type_1,Low Risk,1080.0,1080.0,0.0,2022-07-20,2022-07-27,7,324.0,0.3,324.0,Repeat Loan,0,Normal,0,0.0,Zero,0,6.985641817639208,7,3,7,3,3_7
6394,ID_249366255291267278,249366,Kenya,255291,267278,Type_1,Low Risk,1249.0,1261.0,50.097220633649776,2022-09-09,2022-09-16,7,374.7,0.3,382.0,Repeat Loan,0,Exorbitant,1,1.7142857142857142,Small,1,7.140453043101158,9,3,9,3,3_7
6395,ID_244938281317267278,244938,Kenya,281317,267278,Type_1,Low Risk,3629.0,3629.0,0.0,2022-10-14,2022-10-21,7,1088.7,0.3,1089.0,Repeat Loan,0,Normal,0,0.0,Zero,0,8.196987927258897,10,4,10,4,4_7
6396,ID_244757246778267278,244757,Kenya,246778,267278,Type_1,Low Risk,5229.0,5229.0,0.0,2022-08-29,2022-09-05,7,1568.7,0.3,1569.0,Repeat Loan,0,Normal,0,0.0,Zero,0,8.56216655705897,8,3,9,3,3_7
6397,ID_102250273491267278,102250,Kenya,273491,267278,Type_1,Low Risk,6957.0,6957.0,0.0,2022-10-03,2022-10-10,7,2.08,0.0002989794451631,2.0,Repeat Loan,0,Normal,0,0.0,Zero,0,8.847647355711887,10,4,10,4,4_7
6398,ID_244962296198267278,244962,Kenya,296198,267278,Type_1,Low Risk,9204.0,9204.0,0.0,2022-11-09,2022-11-16,7,2761.2,0.3,2761.0,Repeat Loan,0,Normal,0,0.0,Zero,0,9.127502093667179,11,4,11,4,4_7
6399,ID_259692273704267278,259692,Kenya,273704,267278,Type_1,Low Risk,5599.0,5702.0,95.92274130584542,2022-10-03,2022-10-10,7,0.0,0.0,0.0,Repeat Loan,0,Exorbitant,1,14.714285714285714,Moderate,2,8.648747631156539,10,4,10,4,4_7
6400,ID_308853367986267278,308853,Kenya,367986,267278,Type_7,High Risk,4240.0,4726.0,597.6752021563342,2024-07-22,2024-07-29,7,848.0,0.2,945.0,Repeat Loan,0,Exorbitant,1,69.42857142857143,High,3,8.461046030793236,7,3,7,3,3_7
6401,ID_269865276514267278,269865,Kenya,276514,267278,Type_1,Low Risk,519.0,527.0,80.37434627030002,2022-10-07,2022-10-14,7,155.7,0.3,158.0,Repeat Loan,0,Exorbitant,1,1.1428571428571428,Small,1,6.269096283706261,10,4,10,4,4_7
6402,ID_258857285643267278,258857,Kenya,285643,267278,Type_1,Low Risk,9618.0,9671.0,28.733327392092207,2022-10-21,2022-10-28,7,2885.4,0.3,2901.0,Repeat Loan,0,Exorbitant,1,7.571428571428571,Moderate,2,9.176990392294629,10,4,10,4,4_7
6403,ID_268145240315267278,268145,Kenya,240315,267278,Type_1,Low Risk,9898.0,10079.0,95.35115319112086,2022-08-19,2022-08-26,7,2969.4,0.3,3024.0,Repeat Loan,0,Exorbitant,1,25.857142857142858,High,3,9.21830854162536,8,3,8,3,3_7
6404,ID_252771239683267278,252771,Kenya,239683,267278,Type_1,Low Risk,6331.0,6525.0,159.78067107430556,2022-08-19,2022-08-26,7,1899.3,0.3,1958.0,Repeat Loan,0,Exorbitant,1,27.714285714285715,High,3,8.783549477153265,8,3,8,3,3_7
6405,ID_259400274078267278,259400,Kenya,274078,267278,Type_1,Low Risk,3309.0,3386.0,121.33575098216984,2022-10-04,2022-10-11,7,992.7,0.3,1016.0,Repeat Loan,0,Exorbitant,1,11.0,Moderate,2,8.127699852817772,10,4,10,4,4_7
6406,ID_259525256007267278,259525,Kenya,256007,267278,Type_1,Low Risk,10798.0,10798.0,0.0,2022-09-10,2022-09-17,7,3239.4,0.3,3239.0,Repeat Loan,0,Normal,0,0.0,Zero,0,9.28720881623276,9,3,9,3,3_7
6407,ID_262812265452267278,262812,Kenya,265452,267278,Type_1,Low Risk,6899.0,7001.0,77.09191808336611,2022-09-22,2022-09-29,7,701.9,0.101739382519205,712.0,Repeat Loan,0,Exorbitant,1,14.571428571428571,Moderate,2,8.85395110151461,9,3,9,3,3_7
6408,ID_251880242445267278,251880,Kenya,242445,267278,Type_1,Low Risk,7198.0,8155.0,693.2580478704401,2022-08-22,2022-08-29,7,2159.4,0.3,2447.0,Repeat Loan,1,Exorbitant,1,136.71428571428572,High,3,9.006509131694346,8,3,8,3,3_7
6409,ID_255356249587267278,255356,Kenya,249587,267278,Type_1,Low Risk,5024.0,5024.0,0.0,2022-09-01,2022-09-08,7,1507.2,0.3,1507.0,Repeat Loan,0,Normal,0,0.0,Zero,0,8.522180732927277,9,3,9,3,3_7
6410,ID_265496253418267278,265496,Kenya,253418,267278,Type_1,Low Risk,114998.0,114998.0,0.0,2022-09-06,2022-09-13,7,0.0,0.0,0.0,Repeat Loan,0,Normal,0,0.0,Zero,0,11.652678711655406,9,3,9,3,3_7
6411,ID_268362244975267278,268362,Kenya,244975,267278,Type_1,Low Risk,4749.0,4749.0,0.0,2022-08-26,2022-09-02,7,6.27,0.0013202779532533,6.0,Repeat Loan,0,Normal,0,0.0,Zero,0,8.465899897028686,8,3,9,3,3_7
6412,ID_263133306583267278,263133,Kenya,306583,267278,Type_6,High Risk,2330.0,2377.0,105.1808706315144,2023-02-07,2023-02-14,7,621.0,0.266523605150214,634.0,Repeat Loan,0,Exorbitant,1,6.714285714285714,Moderate,2,7.774015077250727,2,1,2,1,1_7
6413,ID_250766223780267278,250766,Kenya,223780,267278,Type_1,Low Risk,12144.0,12217.0,31.34410878976096,2022-07-25,2022-08-01,7,3643.2,0.3,3665.0,Repeat Loan,0,Exorbitant,1,10.428571428571429,Moderate,2,9.410665553209713,7,3,8,3,3_7
6414,ID_253941298738267278,253941,Kenya,298738,267278,Type_1,Low Risk,7944.0,8040.0,63.01251618472161,2022-11-14,2022-11-21,7,9.5,0.0011958710976837,10.0,Repeat Loan,0,Exorbitant,1,13.714285714285714,Moderate,2,8.99230873254815,11,4,11,4,4_7
6415,ID_257781216056267278,257781,Kenya,216056,267278,Type_1,Low Risk,1602.0,1602.0,0.0,2022-07-14,2022-07-21,7,480.6,0.3,481.0,Repeat Loan,0,Normal,0,0.0,Zero,0,7.3796321526095525,7,3,7,3,3_7
6416,ID_259581254671267278,259581,Kenya,254671,267278,Type_1,Low Risk,6185.0,6261.0,64.07206374870077,2022-09-08,2022-09-15,7,0.0,0.0,0.0,Repeat Loan,0,Exorbitant,1,10.857142857142858,Moderate,2,8.742254901886351,9,3,9,3,3_7
6417,ID_253853275633267278,253853,Kenya,275633,267278,Type_1,Low Risk,7299.0,7504.0,146.44863288513105,2022-10-06,2022-10-13,7,2189.7,0.3,2251.0,Repeat Loan,0,Exorbitant,1,29.285714285714285,High,3,8.923324744067562,10,4,10,4,4_7
6418,ID_250409250590267278,250409,Kenya,250590,267278,Type_1,Low Risk,28934.0,29666.0,131.915986135935,2022-09-02,2022-09-09,7,1435.77,0.049622243727103,1472.0,Repeat Loan,0,Exorbitant,1,104.57142857142857,High,3,10.2977905959381,9,3,9,3,3_7
6419,ID_251756226823267278,251756,Kenya,226823,267278,Type_1,Low Risk,3570.0,3699.0,188.41536614645858,2022-07-28,2022-08-04,7,1071.0,0.3,1110.0,Repeat Loan,0,Exorbitant,1,18.428571428571427,Moderate,2,8.216088098632316,7,3,8,3,3_7
6420,ID_264149240151267278,264149,Kenya,240151,267278,Type_1,Low Risk,11614.0,11898.0,127.50621171492533,2022-08-19,2022-08-26,7,1335.64,0.115002583089374,1368.0,Repeat Loan,0,Exorbitant,1,40.57142857142857,High,3,9.384209641955154,8,3,8,3,3_7
6421,ID_293681360336267277,293681,Kenya,360336,267277,Type_9,High Risk,20200.0,24676.0,269.59405940594064,2023-10-23,2023-11-22,30,430.78,0.0213257425742574,526.0,Repeat Loan,1,Exorbitant,1,149.2,High,3,10.113626914715084,10,4,11,4,4_30
6422,ID_262000228819267278,262000,Kenya,228819,267278,Type_1,Low Risk,879.0,879.0,0.0,2022-07-30,2022-08-06,7,263.7,0.3,264.0,Repeat Loan,0,Normal,0,0.0,Zero,0,6.779921907472252,7,3,8,3,3_7
6423,ID_242673290847267278,242673,Kenya,290847,267278,Type_1,Low Risk,12354.0,12656.0,127.46594509586251,2022-10-29,2022-11-05,7,0.0,0.0,0.0,Repeat Loan,0,Exorbitant,1,43.142857142857146,High,3,9.44596570079245,10,4,11,4,4_7
6424,ID_308934369459267278,308934,Kenya,369459,267278,Type_7,High Risk,6000.0,6211.0,183.3690476190476,2024-08-23,2024-08-30,7,1200.0,0.2,1242.0,Repeat Loan,0,Exorbitant,1,30.142857142857142,High,3,8.734238184268579,8,3,8,3,3_7
6425,ID_250447242123267278,250447,Kenya,242123,267278,Type_1,Low Risk,5759.0,5786.0,24.44620841912038,2022-08-22,2022-08-29,7,0.0,0.0,0.0,Repeat Loan,0,Exorbitant,1,3.857142857142857,Small,1,8.663369301573839,8,3,8,3,3_7
6426,ID_251342233671267278,251342,Kenya,233671,267278,Type_1,Low Risk,7130.0,7173.0,31.446603886996595,2022-08-08,2022-08-15,7,2139.0,0.3,2152.0,Repeat Loan,0,Exorbitant,1,6.142857142857143,Moderate,2,8.878218658092228,8,3,8,3,3_7
6427,ID_261594285090267278,261594,Kenya,285090,267278,Type_1,Low Risk,4976.0,5011.0,36.67604501607717,2022-10-20,2022-10-27,7,1492.8,0.3,1503.0,Repeat Loan,0,Exorbitant,1,5.0,Moderate,2,8.51959031601596,10,4,10,4,4_7
6428,ID_265338263271267278,265338,Kenya,263271,267278,Type_1,Low Risk,7619.0,7619.0,0.0,2022-09-20,2022-09-27,7,2285.7,0.3,2286.0,Repeat Loan,0,Normal,0,0.0,Zero,0,8.938531648680692,9,3,9,3,3_7
6429,ID_251652226990267278,251652,Kenya,226990,267278,Type_1,Low Risk,1228.0,1269.0,174.09260120986505,2022-07-28,2022-08-04,7,368.4,0.3,381.0,Repeat Loan,0,Exorbitant,1,5.857142857142857,Moderate,2,7.146772179452637,7,3,8,3,3_7
6430,ID_254306297694267278,254306,Kenya,297694,267278,Type_1,Low Risk,22011.0,22491.0,113.70937907669543,2022-11-12,2022-11-19,7,6603.3,0.3,6747.0,Repeat Loan,0,Exorbitant,1,68.57142857142857,High,3,10.020914969412093,11,4,11,4,4_7
6431,ID_269050244847267278,269050,Kenya,244847,267278,Type_1,Low Risk,1500.0,1522.0,76.47619047619047,2022-08-26,2022-09-02,7,0.0,0.0,0.0,Repeat Loan,0,Exorbitant,1,3.142857142857143,Small,1,7.328437352895162,8,3,9,3,3_7
6432,ID_253433305190267278,253433,Kenya,305190,267278,Type_1,Low Risk,7798.0,8039.0,161.14937896163852,2022-11-28,2022-12-05,7,2339.4,0.3,2412.0,Repeat Loan,0,Exorbitant,1,34.42857142857143,High,3,8.992184362173012,11,4,12,4,4_7
6433,ID_258606242791267278,258606,Kenya,242791,267278,Type_1,Low Risk,65582.0,65582.0,0.0,2022-08-23,2022-08-30,7,7680.79,0.117117349272666,7681.0,Repeat Loan,0,Normal,0,0.0,Zero,0,11.091071795006501,8,3,8,3,3_7
6434,ID_271890297292267278,271890,Kenya,297292,267278,Type_1,Low Risk,1171.0,1190.0,84.60412345980237,2022-11-11,2022-11-18,7,0.0,0.0,0.0,Repeat Loan,0,Exorbitant,1,2.7142857142857144,Small,1,7.0825485693553,11,4,11,4,4_7
6435,ID_273644307307251804,273644,Kenya,307307,251804,Type_4,High Risk,8000.0,8520.0,79.08333333333334,2023-06-09,2023-07-09,30,1600.0,0.2,1704.0,Repeat Loan,0,Exorbitant,1,17.333333333333332,Moderate,2,9.050288983827956,6,2,7,2,2_30
6436,ID_248895250042267278,248895,Kenya,250042,267278,Type_1,Low Risk,499.0,499.0,0.0,2022-09-02,2022-09-09,7,149.7,0.3,150.0,Repeat Loan,0,Normal,0,0.0,Zero,0,6.214608098422191,9,3,9,3,3_7
6437,ID_271552281760267278,271552,Kenya,281760,267278,Type_1,Low Risk,3545.0,3595.0,73.54422728188595,2022-10-14,2022-10-21,7,1063.5,0.3,1079.0,Repeat Loan,0,Exorbitant,1,7.142857142857143,Moderate,2,8.18757739559151,10,4,10,4,4_7
6438,ID_249299249676267278,249299,Kenya,249676,267278,Type_1,Low Risk,19116.0,19116.0,0.0,2022-09-01,2022-09-08,7,5734.8,0.3,5735.0,Repeat Loan,0,Normal,0,0.0,Zero,0,9.858333270529018,9,3,9,3,3_7
6439,ID_260734295370267278,260734,Kenya,295370,267278,Type_1,Low Risk,6343.0,6460.0,96.18026621022048,2022-11-07,2022-11-14,7,448.39,0.0706905249881759,457.0,Repeat Loan,0,Exorbitant,1,16.714285714285715,Moderate,2,8.773539383558166,11,4,11,4,4_7
6440,ID_273370306977251804,273370,Kenya,306977,251804,Type_10,High Risk,121888.15,123716.47,12.16665169392326,2023-04-02,2023-05-17,45,13222.0,0.108476500791914,13420.0,Repeat Loan,0,Normal,0,40.62933333333349,High,3,11.72575577718804,4,2,5,2,2_45
6441,ID_245968288114267278,245968,Kenya,288114,267278,Type_1,Low Risk,5800.0,7807.0,1804.3226600985222,2022-10-25,2022-11-01,7,449.37,0.0774775862068965,605.0,Repeat Loan,1,Exorbitant,1,286.7142857142857,High,3,8.962904128092928,10,4,11,4,4_7
6442,ID_264073220540267278,264073,Kenya,220540,267278,Type_1,Low Risk,899.0,907.0,46.40076275226442,2022-07-20,2022-07-27,7,269.7,0.3,272.0,Repeat Loan,0,Exorbitant,1,1.1428571428571428,Small,1,6.811244378601294,7,3,7,3,3_7
6443,ID_241289181136251804,241289,Kenya,181136,251804,Type_4,High Risk,45000.0,47925.0,79.08333333333334,2022-06-03,2022-07-03,30,427.66,0.0095035555555555,455.0,Repeat Loan,0,Exorbitant,1,97.5,High,3,10.777413433632514,6,2,7,2,2_30
6444,ID_264013234262267278,264013,Kenya,234262,267278,Type_1,Low Risk,3200.0,3223.0,37.47767857142857,2022-08-10,2022-08-17,7,960.0,0.3,967.0,Repeat Loan,0,Exorbitant,1,3.2857142857142856,Small,1,8.07837810362652,8,3,8,3,3_7
6445,ID_265369224993267278,265369,Kenya,224993,267278,Type_1,Low Risk,99109.0,101215.0,110.80008590830008,2022-07-26,2022-08-02,7,29732.7,0.3,30365.0,Repeat Loan,0,Exorbitant,1,300.85714285714283,High,3,11.525012126105375,7,3,8,3,3_7
6446,ID_99358229129267278,99358,Kenya,229129,267278,Type_1,Low Risk,2239.0,2239.0,0.0,2022-08-01,2022-08-08,7,671.7,0.3,672.0,Repeat Loan,0,Normal,0,0.0,Zero,0,7.7142311448490855,8,3,8,3,3_7
6447,ID_242136295542267278,242136,Kenya,295542,267278,Type_1,Low Risk,1944.0,1944.0,0.0,2022-11-08,2022-11-15,7,583.2,0.3,583.0,Repeat Loan,0,Normal,0,0.0,Zero,0,7.573017256052546,11,4,11,4,4_7
6448,ID_253835225303267278,253835,Kenya,225303,267278,Type_1,Low Risk,3585.0,3611.0,37.81629806734409,2022-07-26,2022-08-02,7,1075.5,0.3,1083.0,Repeat Loan,0,Exorbitant,1,3.7142857142857144,Small,1,8.192016914536875,7,3,8,3,3_7
6449,ID_251220262948267278,251220,Kenya,262948,267278,Type_1,Low Risk,14722.0,14955.0,82.52469579055641,2022-09-19,2022-09-26,7,0.0,0.0,0.0,Repeat Loan,0,Exorbitant,1,33.285714285714285,High,3,9.612867836097005,9,3,9,3,3_7
6450,ID_252847241607267278,252847,Kenya,241607,267278,Type_1,Low Risk,1619.0,1619.0,0.0,2022-08-22,2022-08-29,7,485.7,0.3,486.0,Repeat Loan,0,Normal,0,0.0,Zero,0,7.3901814282264295,8,3,8,3,3_7
6451,ID_249583237421267278,249583,Kenya,237421,267278,Type_1,Low Risk,839.0,839.0,0.0,2022-08-15,2022-08-22,7,251.7,0.3,252.0,Repeat Loan,0,Normal,0,0.0,Zero,0,6.733401891837359,8,3,8,3,3_7
6452,ID_259492256186267278,259492,Kenya,256186,267278,Type_1,Low Risk,18637.0,18637.0,0.0,2022-09-10,2022-09-17,7,414.0,0.0222138756237591,414.0,Repeat Loan,0,Normal,0,0.0,Zero,0,9.8329577863456,9,3,9,3,3_7
6453,ID_249003254301267278,249003,Kenya,254301,267278,Type_1,Low Risk,11160.0,11266.0,49.52636968766001,2022-09-07,2022-09-14,7,3348.0,0.3,3380.0,Repeat Loan,0,Exorbitant,1,15.142857142857142,Moderate,2,9.329633378164166,9,3,9,3,3_7
6454,ID_257604233809267278,257604,Kenya,233809,267278,Type_1,Low Risk,10126.0,10126.0,0.0,2022-08-08,2022-08-15,7,3037.8,0.3,3038.0,Repeat Loan,0,Normal,0,0.0,Zero,0,9.222960403332285,8,3,8,3,3_7
6455,ID_258259282324267278,258259,Kenya,282324,267278,Type_1,Low Risk,7523.0,7754.0,160.1089990695201,2022-10-15,2022-10-22,7,1766.78,0.234850458593646,1821.0,Repeat Loan,0,Exorbitant,1,33.0,High,3,8.956093075610639,10,4,10,4,4_7
6456,ID_268124255361267278,268124,Kenya,255361,267278,Type_1,Low Risk,2649.0,2668.0,37.399557784608746,2022-09-09,2022-09-16,7,794.7,0.3,800.0,Repeat Loan,0,Exorbitant,1,2.7142857142857144,Small,1,7.889459149404524,9,3,9,3,3_7
6457,ID_264673307388267278,264673,Kenya,307388,267278,Type_4,High Risk,10000.0,10700.0,85.16666666666667,2023-06-29,2023-07-29,30,4750.0,0.475,5083.0,Repeat Loan,0,Exorbitant,1,23.333333333333332,Moderate,2,9.278092474027002,6,2,7,2,2_30
6458,ID_271089259342267278,271089,Kenya,259342,267278,Type_1,Low Risk,1568.0,1603.0,116.39030612244898,2022-09-14,2022-09-21,7,0.0,0.0,0.0,Repeat Loan,0,Exorbitant,1,5.0,Moderate,2,7.38025578842646,9,3,9,3,3_7
6459,ID_264893247965267278,264893,Kenya,247965,267278,Type_1,Low Risk,10848.0,13484.0,1267.0406658238517,2022-08-30,2022-09-06,7,1680.0,0.154867256637168,2088.0,Repeat Loan,1,Exorbitant,1,376.57142857142856,High,3,9.50933323557383,8,3,9,3,3_7
6460,ID_254128232025267278,254128,Kenya,232025,267278,Type_1,Low Risk,87151.0,87151.0,0.0,2022-08-04,2022-08-11,7,26145.3,0.3,26145.0,Repeat Loan,0,Normal,0,0.0,Zero,0,11.375408999623456,8,3,8,3,3_7
6461,ID_252138267256267278,252138,Kenya,267256,267278,Type_1,Low Risk,16539.0,16539.0,0.0,2022-09-24,2022-10-01,7,1722.35,0.10413870246085,1722.0,Repeat Loan,0,Normal,0,0.0,Zero,0,9.713536968577682,9,3,10,3,3_7
6462,ID_248135360470251804,248135,Kenya,360470,251804,Type_7,High Risk,16834.0,17171.0,104.38483341536686,2023-11-03,2023-11-10,7,3156.0,0.187477723654508,3219.0,Repeat Loan,0,Exorbitant,1,48.142857142857146,High,3,9.751035429344451,11,4,11,4,4_7
6463,ID_253182243565267278,253182,Kenya,243565,267278,Type_1,Low Risk,6129.0,6129.0,0.0,2022-08-24,2022-08-31,7,0.0,0.0,0.0,Repeat Loan,0,Normal,0,0.0,Zero,0,8.720950028930258,8,3,8,3,3_7
6464,ID_255193234217267278,255193,Kenya,234217,267278,Type_1,Low Risk,4989.0,5050.0,63.7545457148584,2022-08-10,2022-08-17,7,1496.7,0.3,1520.0,Repeat Loan,0,Exorbitant,1,8.714285714285714,Moderate,2,8.527341522468053,8,3,8,3,3_7
6465,ID_249162217534267278,249162,Kenya,217534,267278,Type_1,Low Risk,55425.0,55425.0,0.0,2022-07-16,2022-07-23,7,16627.5,0.3,16628.0,Repeat Loan,0,Normal,0,0.0,Zero,0,10.92280407672139,7,3,7,3,3_7
6466,ID_247613287049267278,247613,Kenya,287049,267278,Type_1,Low Risk,599.0,599.0,0.0,2022-10-24,2022-10-31,7,179.7,0.3,180.0,Repeat Loan,0,Normal,0,0.0,Zero,0,6.396929655216146,10,4,10,4,4_7
6467,ID_253053215802267278,253053,Kenya,215802,267278,Type_1,Low Risk,11578.0,11648.0,31.525306615995852,2022-07-14,2022-07-21,7,3473.4,0.3,3494.0,Repeat Loan,0,Exorbitant,1,10.0,Moderate,2,9.362975618399776,7,3,7,3,3_7
6468,ID_245696254846267278,245696,Kenya,254846,267278,Type_1,Low Risk,4904.0,4974.0,74.42903752039152,2022-09-08,2022-09-15,7,757.45,0.154455546492659,768.0,Repeat Loan,0,Exorbitant,1,10.0,Moderate,2,8.512180649592693,9,3,9,3,3_7
