,id,customer_id,country_id,tbl_loan_id,lender_id,loan_type,total_amount,total_amount_to_repay,disbursement_date,due_date,duration,new_versus_repeat,amount_funded_by_lender,lender_portion_funded,lender_portion_to_be_repaid,target
457,ID_259835270078251804,259835,Kenya,270078,251804,Type_10,6557.0,6656.0,2022-09-29,2022-09-30,1,Repeat Loan,1311.0,0.199938996492298,1331.0,0
458,ID_261581270079267278,261581,Kenya,270079,267278,Type_10,8288.5,8412.83,2022-09-29,2022-09-30,1,Repeat Loan,1656.0,0.199794896543403,1681.0,0
459,ID_261581270079251804,261581,Kenya,270079,251804,Type_10,8288.5,8412.83,2022-09-29,2022-09-30,1,Repeat Loan,1656.0,0.199794896543403,1681.0,0
460,ID_259206270082251804,259206,Kenya,270082,251804,Type_10,5714.0,5800.0,2022-09-29,2022-09-30,1,Repeat Loan,1142.0,0.19985999299965,1159.0,0
461,ID_259206270082267278,259206,Kenya,270082,267278,Type_10,5714.0,5800.0,2022-09-29,2022-09-30,1,Repeat Loan,1142.0,0.19985999299965,1159.0,0
462,ID_252041270083251804,252041,Kenya,270083,251804,Type_10,7756.0,7872.34,2022-09-29,2022-09-30,1,Repeat Loan,1550.0,0.199845281072717,1573.0,0
463,ID_252041270083267278,252041,Kenya,270083,267278,Type_10,7756.0,7872.34,2022-09-29,2022-09-30,1,Repeat Loan,1550.0,0.199845281072717,1573.0,0
464,ID_259334270084251804,259334,Kenya,270084,251804,Type_10,17521.0,17784.0,2022-09-29,2022-09-30,1,Repeat Loan,3504.0,0.199988585126419,3557.0,0
465,ID_259334270084267278,259334,Kenya,270084,267278,Type_10,17521.0,17784.0,2022-09-29,2022-09-30,1,Repeat Loan,3504.0,0.199988585126419,3557.0,0
466,ID_261840270086251804,261840,Kenya,270086,251804,Type_10,9358.0,9499.0,2022-09-29,2022-09-30,1,Repeat Loan,1871.0,0.19993588373584,1899.0,0
467,ID_261840270086267278,261840,Kenya,270086,267278,Type_10,9358.0,9499.0,2022-09-29,2022-09-30,1,Repeat Loan,1871.0,0.19993588373584,1899.0,0
468,ID_261841270087267278,261841,Kenya,270087,267278,Type_10,28259.0,28683.0,2022-09-29,2022-09-30,1,Repeat Loan,5651.0,0.199971690434905,5736.0,0
469,ID_261841270087251804,261841,Kenya,270087,251804,Type_10,28259.0,28683.0,2022-09-29,2022-09-30,1,Repeat Loan,5651.0,0.199971690434905,5736.0,0
470,ID_259835270088251804,259835,Kenya,270088,251804,Type_10,2475.0,2513.0,2022-09-29,2022-09-30,1,Repeat Loan,495.0,0.2,503.0,0
471,ID_259835270088267278,259835,Kenya,270088,267278,Type_10,2475.0,2513.0,2022-09-29,2022-09-30,1,Repeat Loan,495.0,0.2,503.0,0
472,ID_259835270091251804,259835,Kenya,270091,251804,Type_10,53992.0,54801.88,2022-09-29,2022-09-30,1,Repeat Loan,10794.0,0.199918506445399,10956.0,0
473,ID_259835270091267278,259835,Kenya,270091,267278,Type_10,53992.0,54801.88,2022-09-29,2022-09-30,1,Repeat Loan,10794.0,0.199918506445399,10956.0,0
474,ID_259206270092251804,259206,Kenya,270092,251804,Type_10,38175.05,38747.68,2022-09-29,2022-09-30,1,Repeat Loan,7633.0,0.199947347809629,7747.0,0
475,ID_259206270092267278,259206,Kenya,270092,267278,Type_10,38175.05,38747.68,2022-09-29,2022-09-30,1,Repeat Loan,7633.0,0.199947347809629,7747.0,0
476,ID_266767270110267278,266767,Kenya,270110,267278,Type_5,19000.0,29513.0,2022-09-29,2022-10-13,14,Repeat Loan,3040.0,0.16,4722.0,1
477,ID_266767270110251804,266767,Kenya,270110,251804,Type_5,19000.0,29513.0,2022-09-29,2022-10-13,14,Repeat Loan,3040.0,0.16,4722.0,1
478,ID_260034270142251804,260034,Kenya,270142,251804,Type_6,5570.0,5682.0,2022-09-29,2022-10-06,7,Repeat Loan,1114.0,0.2,1136.0,0
479,ID_260034270142267278,260034,Kenya,270142,267278,Type_6,5570.0,5682.0,2022-09-29,2022-10-06,7,Repeat Loan,1114.0,0.2,1136.0,0
480,ID_246549270168267278,246549,Kenya,270168,267278,Type_5,55000.0,57850.0,2022-09-29,2022-10-13,14,Repeat Loan,8800.0,0.16,9256.0,0
481,ID_246549270168251804,246549,Kenya,270168,251804,Type_5,55000.0,57850.0,2022-09-29,2022-10-13,14,Repeat Loan,8800.0,0.16,9256.0,0
482,ID_248684270999251804,248684,Kenya,270999,251804,Type_5,22000.0,23200.0,2022-09-30,2022-10-14,14,Repeat Loan,3520.0,0.16,3712.0,0
483,ID_248684270999267278,248684,Kenya,270999,267278,Type_5,22000.0,23200.0,2022-09-30,2022-10-14,14,Repeat Loan,3520.0,0.16,3712.0,0
484,ID_260407271638267278,260407,Kenya,271638,267278,Type_6,1650.0,1683.0,2022-09-30,2022-10-07,7,Repeat Loan,330.0,0.2,337.0,0
485,ID_260407271638251804,260407,Kenya,271638,251804,Type_6,1650.0,1683.0,2022-09-30,2022-10-07,7,Repeat Loan,330.0,0.2,337.0,0
486,ID_246898271730251804,246898,Kenya,271730,251804,Type_5,56000.0,58900.0,2022-10-01,2022-10-15,14,Repeat Loan,8960.0,0.16,9424.0,0
487,ID_246898271730267278,246898,Kenya,271730,267278,Type_5,56000.0,58900.0,2022-10-01,2022-10-15,14,Repeat Loan,8960.0,0.16,9424.0,0
488,ID_260906271796251804,260906,Kenya,271796,251804,Type_5,20900.0,22045.0,2022-10-01,2022-10-15,14,Repeat Loan,3344.0,0.16,3527.0,0
489,ID_260906271796267278,260906,Kenya,271796,267278,Type_5,20900.0,22045.0,2022-10-01,2022-10-15,14,Repeat Loan,3344.0,0.16,3527.0,0
490,ID_247169271838251804,247169,Kenya,271838,251804,Type_5,31500.0,33175.0,2022-10-01,2022-10-15,14,Repeat Loan,5040.0,0.16,5308.0,0
491,ID_247169271838267278,247169,Kenya,271838,267278,Type_5,31500.0,33175.0,2022-10-01,2022-10-15,14,Repeat Loan,3156.11,0.100193968253968,3324.0,0
492,ID_259205272753267278,259205,Kenya,272753,267278,Type_10,119540.4,121333.51,2022-10-03,2022-10-31,28,Repeat Loan,17917.0,0.149882382859685,18186.0,0
493,ID_259205272753251804,259205,Kenya,272753,251804,Type_10,119540.4,121333.51,2022-10-03,2022-10-31,28,Repeat Loan,23895.0,0.199890580924942,24253.0,0
494,ID_259835272754251804,259835,Kenya,272754,251804,Type_10,524422.45,532288.79,2022-10-03,2022-10-31,28,Repeat Loan,100899.0,0.192400230005408,102412.0,0
495,ID_259835272754267278,259835,Kenya,272754,267278,Type_10,524422.45,532288.79,2022-10-03,2022-10-31,28,Repeat Loan,79295.27,0.151204949368586,80485.0,0
496,ID_252041272755267278,252041,Kenya,272755,267278,Type_10,122970.05,124814.6,2022-10-03,2022-10-31,28,Repeat Loan,17806.3,0.144801925346862,18073.0,0
497,ID_252041272755251804,252041,Kenya,272755,251804,Type_10,122970.05,124814.6,2022-10-03,2022-10-31,28,Repeat Loan,23326.0,0.189688464792849,23676.0,0
498,ID_259206272756267278,259206,Kenya,272756,267278,Type_10,529859.2,537807.09,2022-10-03,2022-10-31,28,Repeat Loan,57307.92,0.108156883941998,58168.0,0
499,ID_259206272756251804,259206,Kenya,272756,251804,Type_10,529859.2,537807.09,2022-10-03,2022-10-31,28,Repeat Loan,117355.0,0.221483367656917,119115.0,0
500,ID_261839272757251804,261839,Kenya,272757,251804,Type_10,505765.2,513351.68,2022-10-03,2022-10-31,28,Repeat Loan,98353.0,0.194463755117987,99828.0,0
501,ID_261839272757267278,261839,Kenya,272757,267278,Type_10,505765.2,513351.68,2022-10-03,2022-10-31,28,Repeat Loan,58669.0,0.11600046820145,59549.0,0
502,ID_261840272758267278,261840,Kenya,272758,267278,Type_10,291258.0,295626.87,2022-10-03,2022-10-31,28,Repeat Loan,19535.16,0.0670716684176915,19828.0,0
503,ID_261840272758251804,261840,Kenya,272758,251804,Type_10,291258.0,295626.87,2022-10-03,2022-10-31,28,Repeat Loan,61891.0,0.212495450768734,62819.0,0
504,ID_267344272760267278,267344,Kenya,272760,267278,Type_5,14174.0,14983.0,2022-10-03,2022-10-17,14,Repeat Loan,2267.0,0.159940736559898,2396.0,0
505,ID_267344272760251804,267344,Kenya,272760,251804,Type_5,14174.0,14983.0,2022-10-03,2022-10-17,14,Repeat Loan,2267.0,0.159940736559898,2396.0,0
506,ID_270766272761251804,270766,Kenya,272761,251804,Type_5,19300.0,20365.0,2022-10-03,2022-10-17,14,Repeat Loan,3088.0,0.16,3258.0,0
507,ID_270766272761267278,270766,Kenya,272761,267278,Type_5,19300.0,20365.0,2022-10-03,2022-10-17,14,Repeat Loan,3088.0,0.16,3258.0,0
508,ID_245766272818267278,245766,Kenya,272818,267278,Type_5,11000.0,11650.0,2022-10-03,2022-10-17,14,Repeat Loan,1760.0,0.16,1864.0,0
509,ID_245766272818251804,245766,Kenya,272818,251804,Type_5,11000.0,11650.0,2022-10-03,2022-10-17,14,Repeat Loan,1760.0,0.16,1864.0,0
510,ID_246550272830267278,246550,Kenya,272830,267278,Type_5,99563.0,104642.0,2022-10-03,2022-10-17,14,Repeat Loan,15930.0,0.159999196488655,16743.0,0
511,ID_246550272830251804,246550,Kenya,272830,251804,Type_5,99563.0,104642.0,2022-10-03,2022-10-17,14,Repeat Loan,15930.0,0.159999196488655,16743.0,0
512,ID_264470272958251804,264470,Kenya,272958,251804,Type_5,2500.0,2725.0,2022-10-03,2022-10-17,14,Repeat Loan,400.0,0.16,436.0,0
513,ID_264470272958267278,264470,Kenya,272958,267278,Type_5,2500.0,2725.0,2022-10-03,2022-10-17,14,Repeat Loan,400.0,0.16,436.0,0
514,ID_257771273086251804,257771,Kenya,273086,251804,Type_5,6500.0,6925.0,2022-10-03,2022-10-17,14,Repeat Loan,1040.0,0.16,1108.0,0
515,ID_257771273086267278,257771,Kenya,273086,267278,Type_5,6500.0,6925.0,2022-10-03,2022-10-17,14,Repeat Loan,1040.0,0.16,1108.0,0
516,ID_251616273271251804,251616,Kenya,273271,251804,Type_5,17800.0,23388.0,2022-10-03,2022-10-17,14,Repeat Loan,2848.0,0.16,3742.0,1
517,ID_251616273271267278,251616,Kenya,273271,267278,Type_5,17800.0,23388.0,2022-10-03,2022-10-17,14,Repeat Loan,597.58,0.0335719101123595,785.0,1
518,ID_262107273564267278,262107,Kenya,273564,267278,Type_5,13000.0,13750.0,2022-10-03,2022-10-17,14,Repeat Loan,1208.7,0.092976923076923,1278.0,0
519,ID_262107273564251804,262107,Kenya,273564,251804,Type_5,13000.0,13750.0,2022-10-03,2022-10-17,14,Repeat Loan,2080.0,0.16,2200.0,0
520,ID_270785273824267278,270785,Kenya,273824,267278,Type_6,1885.0,1923.0,2022-10-03,2022-10-10,7,Repeat Loan,377.0,0.2,385.0,0
521,ID_270785273824251804,270785,Kenya,273824,251804,Type_6,1885.0,1923.0,2022-10-03,2022-10-10,7,Repeat Loan,377.0,0.2,385.0,0
522,ID_261581273878267278,261581,Kenya,273878,267278,Type_10,73131.65,74228.62,2022-10-04,2022-11-18,45,Repeat Loan,8996.71,0.123020744096434,9132.0,1
523,ID_261581273878251804,261581,Kenya,273878,251804,Type_10,73131.65,74228.62,2022-10-04,2022-11-18,45,Repeat Loan,15348.0,0.209868094046832,15578.0,1
524,ID_246989273949267278,246989,Kenya,273949,267278,Type_5,51000.0,53650.0,2022-10-04,2022-10-18,14,Repeat Loan,8160.0,0.16,8584.0,0
525,ID_246989273949251804,246989,Kenya,273949,251804,Type_5,51000.0,53650.0,2022-10-04,2022-10-18,14,Repeat Loan,8160.0,0.16,8584.0,0
526,ID_271816274657267278,271816,Kenya,274657,267278,Type_10,53988.84,54798.67,2022-10-04,2022-10-31,27,Repeat Loan,6793.7,0.12583526521407,6896.0,0
527,ID_271816274657251804,271816,Kenya,274657,251804,Type_10,53988.84,54798.67,2022-10-04,2022-10-31,27,Repeat Loan,12514.0,0.231788643727111,12702.0,0
528,ID_266385275329251804,266385,Kenya,275329,251804,Type_6,6770.0,6906.0,2022-10-05,2022-10-12,7,Repeat Loan,1354.0,0.2,1381.0,0
529,ID_266385275329267278,266385,Kenya,275329,267278,Type_6,6770.0,6906.0,2022-10-05,2022-10-12,7,Repeat Loan,1354.0,0.2,1381.0,0
530,ID_259334275579267278,259334,Kenya,275579,267278,Type_10,111236.6,112905.15,2022-10-06,2022-10-31,25,Repeat Loan,17073.08,0.15348437474716,17329.0,0
531,ID_259334275579251804,259334,Kenya,275579,251804,Type_10,111236.6,112905.15,2022-10-06,2022-10-31,25,Repeat Loan,19097.0,0.171679105618114,19383.0,0
532,ID_251285275636267278,251285,Kenya,275636,267278,Type_5,22366.0,23585.0,2022-10-06,2022-10-20,14,Repeat Loan,3578.0,0.159974961995886,3773.0,0
533,ID_251285275636251804,251285,Kenya,275636,251804,Type_5,22366.0,23585.0,2022-10-06,2022-10-20,14,Repeat Loan,3578.0,0.159974961995886,3773.0,0
534,ID_252778275657267278,252778,Kenya,275657,267278,Type_5,10000.0,10600.0,2022-10-06,2022-10-20,14,Repeat Loan,1600.0,0.16,1696.0,0
535,ID_252778275657251804,252778,Kenya,275657,251804,Type_5,10000.0,10600.0,2022-10-06,2022-10-20,14,Repeat Loan,1600.0,0.16,1696.0,0
536,ID_257779276273267278,257779,Kenya,276273,267278,Type_5,16000.0,16900.0,2022-10-06,2022-10-20,14,Repeat Loan,297.19,0.018574375,314.0,0
537,ID_257779276273251804,257779,Kenya,276273,251804,Type_5,16000.0,16900.0,2022-10-06,2022-10-20,14,Repeat Loan,2560.0,0.16,2704.0,0
538,ID_256578276404267278,256578,Kenya,276404,267278,Type_5,19000.0,20050.0,2022-10-07,2022-10-21,14,Repeat Loan,3040.0,0.16,3208.0,0
539,ID_256578276404251804,256578,Kenya,276404,251804,Type_5,19000.0,20050.0,2022-10-07,2022-10-21,14,Repeat Loan,3040.0,0.16,3208.0,0
540,ID_266663276644251804,266663,Kenya,276644,251804,Type_5,28700.0,30235.0,2022-10-07,2022-10-21,14,Repeat Loan,4592.0,0.16,4838.0,0
541,ID_266663276644267278,266663,Kenya,276644,267278,Type_5,28700.0,30235.0,2022-10-07,2022-10-21,14,Repeat Loan,817.5,0.0284843205574912,861.0,0
542,ID_271033276764267278,271033,Kenya,276764,267278,Type_6,2655.0,2708.0,2022-10-07,2022-10-14,7,Repeat Loan,531.0,0.2,542.0,0
543,ID_271033276764251804,271033,Kenya,276764,251804,Type_6,2655.0,2708.0,2022-10-07,2022-10-14,7,Repeat Loan,531.0,0.2,542.0,0
544,ID_269326278169267278,269326,Kenya,278169,267278,Type_5,32000.0,33700.0,2022-10-10,2022-10-24,14,Repeat Loan,5120.0,0.16,5392.0,0
545,ID_269326278169251804,269326,Kenya,278169,251804,Type_5,32000.0,33700.0,2022-10-10,2022-10-24,14,Repeat Loan,5120.0,0.16,5392.0,0
546,ID_267072279150251804,267072,Kenya,279150,251804,Type_6,705.0,720.0,2022-10-11,2022-10-18,7,Repeat Loan,141.0,0.2,144.0,0
547,ID_267072279150267278,267072,Kenya,279150,267278,Type_6,705.0,720.0,2022-10-11,2022-10-18,7,Repeat Loan,141.0,0.2,144.0,0
548,ID_262766279306267278,262766,Kenya,279306,267278,Type_4,4000.0,4280.0,2022-10-11,2022-11-10,30,Repeat Loan,640.0,0.16,685.0,0
549,ID_262766279306251804,262766,Kenya,279306,251804,Type_4,4000.0,4280.0,2022-10-11,2022-11-10,30,Repeat Loan,640.0,0.16,685.0,0
550,ID_244509279331251804,244509,Kenya,279331,251804,Type_4,8000.0,8560.0,2022-10-11,2022-11-10,30,Repeat Loan,1280.0,0.16,1370.0,0
551,ID_244509279331267278,244509,Kenya,279331,267278,Type_4,8000.0,8560.0,2022-10-11,2022-11-10,30,Repeat Loan,1280.0,0.16,1370.0,0
552,ID_272177279539251804,272177,Kenya,279539,251804,Type_4,2500.0,2675.0,2022-10-11,2022-11-10,30,Repeat Loan,400.0,0.16,428.0,0
553,ID_272177279539267278,272177,Kenya,279539,267278,Type_4,2500.0,2675.0,2022-10-11,2022-11-10,30,New Loan,400.0,0.16,428.0,0
554,ID_248649279895267278,248649,Kenya,279895,267278,Type_5,24000.0,25300.0,2022-10-12,2022-10-26,14,Repeat Loan,3840.0,0.16,4048.0,0
555,ID_248649279895251804,248649,Kenya,279895,251804,Type_5,24000.0,25300.0,2022-10-12,2022-10-26,14,Repeat Loan,3840.0,0.16,4048.0,0
556,ID_248683279903251804,248683,Kenya,279903,251804,Type_5,12000.0,12700.0,2022-10-12,2022-10-26,14,Repeat Loan,1920.0,0.16,2032.0,0
557,ID_248683279903267278,248683,Kenya,279903,267278,Type_5,12000.0,12700.0,2022-10-12,2022-10-26,14,Repeat Loan,1920.0,0.16,2032.0,0
558,ID_271468279937267278,271468,Kenya,279937,267278,Type_5,20438.0,21560.0,2022-10-12,2022-10-26,14,Repeat Loan,3270.0,0.159996085722673,3450.0,0
559,ID_271468279937251804,271468,Kenya,279937,251804,Type_5,20438.0,21560.0,2022-10-12,2022-10-26,14,Repeat Loan,3270.0,0.159996085722673,3450.0,0
560,ID_248456280042251804,248456,Kenya,280042,251804,Type_5,51200.0,53860.0,2022-10-12,2022-10-26,14,Repeat Loan,8192.0,0.16,8618.0,0
561,ID_248456280042267278,248456,Kenya,280042,267278,Type_5,51200.0,53860.0,2022-10-12,2022-10-26,14,Repeat Loan,1291.95,0.0252333984375,1359.0,0
562,ID_272181280431267278,272181,Kenya,280431,267278,Type_4,2000000.0,2329998.0,2022-10-13,2023-04-14,183,Repeat Loan,250000.0,0.125,291250.0,0
563,ID_272181280431251804,272181,Kenya,280431,251804,Type_4,2000000.0,2329998.0,2022-10-13,2023-04-14,183,Repeat Loan,250000.0,0.125,291250.0,0
564,ID_269445280681251804,269445,Kenya,280681,251804,Type_5,32000.0,33700.0,2022-10-13,2022-10-27,14,Repeat Loan,5120.0,0.16,5392.0,0
565,ID_269445280681267278,269445,Kenya,280681,267278,Type_5,32000.0,33700.0,2022-10-13,2022-10-27,14,Repeat Loan,5120.0,0.16,5392.0,0
566,ID_266062280686251804,266062,Kenya,280686,251804,Type_5,12500.0,13225.0,2022-10-13,2022-10-27,14,Repeat Loan,2000.0,0.16,2116.0,0
567,ID_266062280686267278,266062,Kenya,280686,267278,Type_5,12500.0,13225.0,2022-10-13,2022-10-27,14,Repeat Loan,2000.0,0.16,2116.0,0
568,ID_256868280691267278,256868,Kenya,280691,267278,Type_5,24926.0,41749.0,2022-10-13,2022-10-27,14,Repeat Loan,3988.0,0.159993580999759,6680.0,1
569,ID_256868280691251804,256868,Kenya,280691,251804,Type_5,24926.0,41749.0,2022-10-13,2022-10-27,14,Repeat Loan,3988.0,0.159993580999759,6680.0,1
570,ID_270060280707267278,270060,Kenya,280707,267278,Type_6,5200.0,5304.0,2022-10-13,2022-10-20,7,Repeat Loan,1040.0,0.2,1061.0,0
571,ID_270060280707251804,270060,Kenya,280707,251804,Type_6,5200.0,5304.0,2022-10-13,2022-10-20,7,Repeat Loan,1040.0,0.2,1061.0,0
572,ID_245620280787267278,245620,Kenya,280787,267278,Type_4,450000.0,510750.0,2022-10-13,2023-01-12,91,Repeat Loan,62500.0,0.138888888888888,70938.0,0
573,ID_245620280787251804,245620,Kenya,280787,251804,Type_4,450000.0,510750.0,2022-10-13,2023-01-12,91,Repeat Loan,62500.0,0.138888888888888,70938.0,0
574,ID_262384280816267278,262384,Kenya,280816,267278,Type_4,7000.0,7490.0,2022-10-13,2022-11-12,30,Repeat Loan,1120.0,0.16,1198.0,0
575,ID_262384280816251804,262384,Kenya,280816,251804,Type_4,7000.0,7490.0,2022-10-13,2022-11-12,30,Repeat Loan,1120.0,0.16,1198.0,0
576,ID_270684281289267278,270684,Kenya,281289,267278,Type_6,4020.0,4101.0,2022-10-14,2022-10-21,7,Repeat Loan,804.0,0.2,820.0,0
577,ID_270684281289251804,270684,Kenya,281289,251804,Type_6,4020.0,4101.0,2022-10-14,2022-10-21,7,Repeat Loan,804.0,0.2,820.0,0
578,ID_248673281298267278,248673,Kenya,281298,267278,Type_5,15728.0,16615.0,2022-10-14,2022-10-28,14,Repeat Loan,2516.0,0.159969481180061,2658.0,0
579,ID_248673281298251804,248673,Kenya,281298,251804,Type_5,15728.0,16615.0,2022-10-14,2022-10-28,14,Repeat Loan,2516.0,0.159969481180061,2658.0,0
580,ID_256582281303251804,256582,Kenya,281303,251804,Type_5,17000.0,17950.0,2022-10-14,2022-10-28,14,Repeat Loan,2720.0,0.16,2872.0,0
581,ID_256582281303267278,256582,Kenya,281303,267278,Type_5,17000.0,17950.0,2022-10-14,2022-10-28,14,Repeat Loan,2720.0,0.16,2872.0,0
582,ID_271546281309267278,271546,Kenya,281309,267278,Type_5,9078.0,9632.0,2022-10-14,2022-10-28,14,Repeat Loan,1452.0,0.159947124917382,1541.0,0
583,ID_271546281309251804,271546,Kenya,281309,251804,Type_5,9078.0,9632.0,2022-10-14,2022-10-28,14,Repeat Loan,1452.0,0.159947124917382,1541.0,0
584,ID_242536281519251804,242536,Kenya,281519,251804,Type_4,35000.0,37450.0,2022-10-14,2022-11-13,30,Repeat Loan,5600.0,0.16,5992.0,0
585,ID_242536281519267278,242536,Kenya,281519,267278,Type_4,35000.0,37450.0,2022-10-14,2022-11-13,30,Repeat Loan,1813.28,0.051808,1940.0,0
586,ID_245204281523251804,245204,Kenya,281523,251804,Type_4,15000.0,16050.0,2022-10-14,2022-11-13,30,Repeat Loan,2400.0,0.16,2568.0,0
587,ID_245204281523267278,245204,Kenya,281523,267278,Type_4,15000.0,16050.0,2022-10-14,2022-11-13,30,Repeat Loan,1072.64,0.0715093333333333,1148.0,0
588,ID_257780281796267278,257780,Kenya,281796,267278,Type_5,9000.0,9550.0,2022-10-14,2022-10-28,14,Repeat Loan,120.0,0.0133333333333333,127.0,0
589,ID_257780281796251804,257780,Kenya,281796,251804,Type_5,9000.0,9550.0,2022-10-14,2022-10-28,14,Repeat Loan,1440.0,0.16,1528.0,0
590,ID_258361281930267278,258361,Kenya,281930,267278,Type_6,32200.0,52035.0,2022-10-17,2022-10-24,7,Repeat Loan,615.7,0.0191211180124223,995.0,1
591,ID_258361281930251804,258361,Kenya,281930,251804,Type_6,32200.0,52035.0,2022-10-17,2022-10-24,7,Repeat Loan,6440.0,0.2,10407.0,1
592,ID_270568282386267278,270568,Kenya,282386,267278,Type_6,4600.0,4692.0,2022-10-15,2022-10-22,7,Repeat Loan,920.0,0.2,938.0,0
593,ID_270568282386251804,270568,Kenya,282386,251804,Type_6,4600.0,4692.0,2022-10-15,2022-10-22,7,Repeat Loan,920.0,0.2,938.0,0
594,ID_270788282868251804,270788,Kenya,282868,251804,Type_6,670.0,684.0,2022-10-15,2022-10-22,7,Repeat Loan,107.0,0.159701492537313,109.0,0
595,ID_270788282868267278,270788,Kenya,282868,267278,Type_6,670.0,684.0,2022-10-15,2022-10-22,7,Repeat Loan,107.0,0.159701492537313,109.0,0
596,ID_245766283114251804,245766,Kenya,283114,251804,Type_5,11000.0,11650.0,2022-10-18,2022-11-01,14,Repeat Loan,1466.0,0.133272727272727,1553.0,0
597,ID_245766283114267278,245766,Kenya,283114,267278,Type_5,11000.0,11650.0,2022-10-18,2022-11-01,14,Repeat Loan,295.17,0.0268336363636363,313.0,0
598,ID_265431283140267278,265431,Kenya,283140,267278,Type_4,400000.0,454000.0,2022-10-17,2023-01-17,92,Repeat Loan,10577.53,0.026443825,12005.0,0
599,ID_265431283140251804,265431,Kenya,283140,251804,Type_4,400000.0,454000.0,2022-10-17,2023-01-17,92,Repeat Loan,53333.0,0.1333325,60533.0,0
600,ID_267209283144251804,267209,Kenya,283144,251804,Type_4,13000.0,13845.0,2022-10-17,2022-11-16,30,Repeat Loan,1733.0,0.133307692307692,1846.0,0
601,ID_267209283144267278,267209,Kenya,283144,267278,Type_4,13000.0,13845.0,2022-10-17,2022-11-16,30,Repeat Loan,153.0,0.0117692307692307,163.0,0
602,ID_267200283289251804,267200,Kenya,283289,251804,Type_6,20420.0,20829.0,2022-10-17,2022-10-24,7,Repeat Loan,3267.0,0.159990205680705,3332.0,0
603,ID_267200283289267278,267200,Kenya,283289,267278,Type_6,20420.0,20829.0,2022-10-17,2022-10-24,7,Repeat Loan,3267.0,0.159990205680705,3332.0,0
604,ID_249309283510251804,249309,Kenya,283510,251804,Type_5,23000.0,24250.0,2022-10-18,2022-11-01,14,Repeat Loan,3493.0,0.151869565217391,3683.0,0
605,ID_249309283510267278,249309,Kenya,283510,267278,Type_5,23000.0,24250.0,2022-10-18,2022-11-01,14,Repeat Loan,373.99,0.0162604347826086,394.0,0
606,ID_257777283799251804,257777,Kenya,283799,251804,Type_5,16300.0,17215.0,2022-10-18,2022-11-01,14,Repeat Loan,2173.0,0.133312883435582,2295.0,0
607,ID_257777283799267278,257777,Kenya,283799,267278,Type_5,16300.0,17215.0,2022-10-18,2022-11-01,14,Repeat Loan,2173.0,0.133312883435582,2295.0,0
608,ID_247169283876251804,247169,Kenya,283876,251804,Type_5,50000.0,52600.0,2022-10-18,2022-11-01,14,Repeat Loan,6666.0,0.13332,7013.0,0
609,ID_247169283876267278,247169,Kenya,283876,267278,Type_5,50000.0,52600.0,2022-10-18,2022-11-01,14,Repeat Loan,5785.73,0.115714599999999,6087.0,0
610,ID_248684283932251804,248684,Kenya,283932,251804,Type_5,29000.0,30550.0,2022-10-18,2022-11-01,14,Repeat Loan,3866.0,0.133310344827586,4073.0,0
611,ID_248684283932267278,248684,Kenya,283932,267278,Type_5,29000.0,30550.0,2022-10-18,2022-11-01,14,Repeat Loan,3830.59,0.132089310344827,4035.0,0
612,ID_272410283999251804,272410,Kenya,283999,251804,Type_4,25000.0,28000.0,2022-10-18,2022-12-18,61,Repeat Loan,3333.0,0.13332,3733.0,0
613,ID_272410283999267278,272410,Kenya,283999,267278,Type_4,25000.0,28000.0,2022-10-18,2022-12-18,61,Repeat Loan,3333.0,0.13332,3733.0,0
614,ID_246549284055251804,246549,Kenya,284055,251804,Type_5,53000.0,67518.0,2022-10-18,2022-11-01,14,Repeat Loan,7066.0,0.133320754716981,9002.0,1
615,ID_246549284055267278,246549,Kenya,284055,267278,Type_5,53000.0,67518.0,2022-10-18,2022-11-01,14,Repeat Loan,7066.0,0.133320754716981,9002.0,1
616,ID_270525284135251804,270525,Kenya,284135,251804,Type_6,4490.0,6133.0,2022-10-18,2022-10-25,7,New Loan,718.0,0.159910913140311,981.0,1
617,ID_270525284135267278,270525,Kenya,284135,267278,Type_6,4490.0,6133.0,2022-10-18,2022-10-25,7,Repeat Loan,718.0,0.159910913140311,981.0,1
618,ID_245537284421267278,245537,Kenya,284421,267278,Type_5,15000.0,15850.0,2022-10-19,2022-11-02,14,Repeat Loan,2000.0,0.133333333333333,2113.0,0
619,ID_245537284421251804,245537,Kenya,284421,251804,Type_5,15000.0,15850.0,2022-10-19,2022-11-02,14,Repeat Loan,2000.0,0.133333333333333,2113.0,0
620,ID_266514284428267278,266514,Kenya,284428,267278,Type_6,2040.0,2081.0,2022-10-19,2022-10-26,7,New Loan,326.0,0.159803921568627,333.0,0
621,ID_266514284428251804,266514,Kenya,284428,251804,Type_6,2040.0,2081.0,2022-10-19,2022-10-26,7,Repeat Loan,326.0,0.159803921568627,333.0,0
622,ID_270684284699267278,270684,Kenya,284699,267278,Type_6,4415.0,4504.0,2022-10-19,2022-10-26,7,Repeat Loan,706.0,0.159909399773499,720.0,0
623,ID_270684284699251804,270684,Kenya,284699,251804,Type_6,4415.0,4504.0,2022-10-19,2022-10-26,7,Repeat Loan,706.0,0.159909399773499,720.0,0
624,ID_264566284949267278,264566,Kenya,284949,267278,Type_6,5940.0,8472.8,2022-10-19,2022-10-26,7,Repeat Loan,950.0,0.159932659932659,1355.0,1
